,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B4,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B4,D06B5,D06B6,D07A1,D07A2,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
440_9649173,440.9649173,10.42085752,10.29807216,9.075122494,10.2574434,10.34779587,10.69148809,10.70489803,10.32343868,10.44880554,10.66128602,10.41912959,10.437841,9.616767431,9.918877434,10.84926011,10.91063616,11.55810005,10.17462859,10.92202993,10.82903738,9.624708387,10.9519326,10.79939725,10.68040064,10.44138925,10.65408219,10.64997542,10.75719236,10.51231782,10.59522665,10.84206695,10.59859258,11.46894818,10.66175349,10.60419978,10.55932805,10.65700251,10.67538081,10.15572166,10.20305038,11.06321231,10.91286367,10.57049078,10.66748337,10.77279117,11.11241743,10.68603323,10.56004659,10.28639002,10.48271314,10.75302437,10.68605874,10.67027015,10.57433033,10.59767866,10.44180341,10.22008643,10.28731451,10.734362,10.87389997,10.11284998,11.66605195,11.38881317,10.76139792,11.07071319,10.75196965,10.58468786,10.58792018,10.74128307,10.66945872,10.38650948,10.5549132,10.68621831,10.40341637,10.40378898,10.75146155,10.66828449,10.8882989,10.78747039,10.45681576,10.114165,11.08016252,10.84432947,11.15515357,10.34114406,10.59751348,11.80568306,10.38662183,11.16707197,9.816334997,10.6443668,11.22338667,10.7826469,11.77113189,10.7912828,11.83507083,10.54792235,11.63956943,10.84215459,10.46727893,10.42546939,10.66661488,10.80578855,10.67111066,9.070772477,10.32885799,10.79891901,10.82765654,10.85594104,10.8151085,10.25473465,10.67550228,10.33025321,10.72140032,11.6251173,10.75796278,9.75949943,10.32679455,11.67979237,10.37707215,10.55892133,10.57159718,10.58168573,11.03880934,10.70322961,10.6401921,10.59571757,10.45207268,10.53338529,10.79820318,11.49860023,10.88652142,9.662348991,10.58493301,10.68752884,10.00995383,10.57258147,10.90652336,10.60314107,10.29725388,10.83711677,10.53424091,10.70182098,11.0690044,10.86511864
441_0177859,441.0177859,10.93737958,11.92426464,9.547132221,11.11461758,11.10275868,10.63686863,12.70101115,12.12892649,12.43797323,12.46612424,11.76743087,11.1805747,10.1736722,9.966423812,11.80514376,11.60394153,10.80778614,12.02755855,12.89294833,12.00770743,11.68463309,12.55653813,12.48679441,11.83204105,11.77061949,12.15974129,12.26847784,12.34144338,11.70922695,11.71407213,11.63969171,12.43017988,12.51602037,12.19807277,12.41246304,12.27668601,11.14054342,11.51338792,11.92095864,11.2383623,11.76833293,12.72435854,12.35443383,11.97759085,12.21179566,12.15737485,12.48745293,12.32885706,11.69561124,12.00907665,12.76155264,12.45627834,11.7668164,12.4278208,12.76710413,12.07439739,12.72751165,12.51460879,12.7131957,12.54761142,10.67609723,10.9168224,12.20756689,10.86974976,10.46828609,11.5072968,12.61602461,11.80489773,12.34927886,11.92588792,12.12317422,10.9842933,11.38009151,10.84620941,10.88677064,11.27867275,12.3464915,12.60982643,12.39160865,11.66452232,10.70843105,10.37063212,12.00875426,12.06130592,10.75508519,11.47229388,11.06871859,11.83297302,12.85244025,11.95998796,12.0079777,12.07739138,12.38251484,11.35989592,11.07069527,11.18087205,11.18035167,10.71394559,12.4580368,12.34998218,12.00044616,12.09456949,12.78344782,11.63740641,11.59184049,12.313613,11.79240284,12.16986982,12.74026413,12.01238538,12.33641035,12.51117135,12.07832425,12.99545172,11.77051716,12.78227209,11.7596858,10.82246459,12.01794872,10.78150767,12.27874887,11.48852026,12.30100383,12.99917068,12.54713444,12.42990877,12.7682309,11.91626147,12.29470146,11.9198996,11.27789051,11.89637627,11.30537877,12.44291569,12.56020237,12.02755521,12.12044511,12.75543377,11.94977583,11.64019179,12.47462011,12.28665735,12.57799289,11.1916819,12.68361927
441_0955913,441.0955913,9.246635576,9.049642051,8.296482922,9.036567478,8.321931817,8.439556869,8.690021091,9.281256138,9.107233428,8.932832764,9.347637637,8.708202134,8.192617236,9.075823851,9.254722406,9.059850965,8.180089038,8.834393392,8.569873329,8.939723635,8.999340225,8.732658415,9.018679523,9.127886612,8.493086795,8.786073008,8.76713619,8.324572391,8.858715404,8.663709353,9.002842114,8.934290532,8.284357359,8.956654119,8.961967907,8.731248473,9.234374818,8.635053481,8.903037822,9.364022645,8.528539495,8.65591885,8.768360328,9.19083228,8.82384296,8.78413882,9.113632825,8.598146732,8.878676782,9.236301721,9.068071862,8.975346048,8.748733395,8.739187807,9.081924453,8.703967909,9.011356865,9.312367721,9.172318581,8.702969337,9.152240397,10.3249508,9.102974296,9.377392568,8.675372789,8.230151091,9.430078633,8.875162436,8.826575238,8.709654404,9.131378177,9.011947803,9.41021415,9.274966493,9.223093254,8.864970676,8.964620875,8.723380981,8.866107492,8.662316735,8.624369783,8.337240889,9.545891658,8.820293732,8.636750711,8.636098816,8.241460598,8.799116027,8.584417809,8.975911542,8.886680763,8.207143619,8.632475805,8.111187576,9.074331338,10.34193806,8.918047434,8.926131218,9.325135586,8.834758913,9.154267857,8.557234729,8.51383446,8.51992958,9.171666586,9.413808344,9.044076842,8.913993197,8.654765128,8.887711347,8.947224179,9.437275106,9.289362867,8.518197019,8.707331331,8.381938998,9.254697997,8.899846918,8.33181739,8.323740434,8.943548693,8.601889494,8.931452792,8.50992463,8.358798219,8.73395173,8.893583753,9.208790277,8.809575569,8.56213074,8.411647919,8.386439871,9.491307485,8.679694879,8.93844253,9.244356284,8.708854972,8.665247328,8.741100876,8.394760218,8.756498342,9.535969622,8.867293339,8.559825201,8.742504015
441_9682485,441.9682485,8.194103235,8.166020737,7.838848528,8.224870126,8.23003011,8.429851924,8.611475,8.227768526,8.429319111,8.536680846,8.228374037,8.476371137,7.975040763,8.282405861,8.577321269,8.633854684,9.186182183,8.417506194,8.702609226,8.625627312,7.93531045,8.670296369,8.584555646,8.478508153,8.356683861,8.461392201,8.564719465,8.571337889,8.38650712,8.51002956,8.575863703,8.474712685,9.070459465,8.346734217,8.558338863,8.472307027,8.392540922,8.471703771,8.48646163,8.142984472,8.870501418,8.633489882,8.433199958,8.417931037,8.570557857,8.803980123,8.397625108,8.289321891,8.374853488,8.365313487,8.477041576,8.496189616,8.477765273,8.391231337,8.437038398,8.327168372,8.224739632,8.457894717,8.531227877,8.600275835,8.324984203,9.298507072,9.118357522,8.461997403,8.794381388,8.488319992,8.384145994,8.387979476,8.508680672,8.618953395,8.304025941,8.55474211,8.461097994,8.257910458,8.499188545,8.586610361,8.677389748,8.632777424,8.562697624,8.340308007,8.462284921,8.731673453,8.540832417,8.822732912,8.390504545,8.369017637,9.511272986,8.364157462,8.816663057,8.068467124,8.486926431,9.012223408,8.484293529,9.448567026,8.494587006,9.439694799,8.338871357,9.344673958,8.571345184,8.458305366,8.333494451,8.548959486,8.788460242,8.550386208,7.928330893,8.259331505,8.544993225,8.481248081,8.638442624,8.559278826,8.385850649,8.443921896,8.40627109,8.550310253,9.23506655,8.508922235,8.258539188,8.348099632,9.345922108,8.360758946,8.312409636,8.289851148,8.526055617,8.795285074,8.523456837,8.52502146,8.593407369,8.493524334,8.364634762,8.507908688,9.164918534,8.48421079,8.119648914,8.473316034,8.528786046,8.193686017,8.455205034,8.64657999,8.488688626,8.36586634,8.622328501,8.330980955,8.517651055,8.714619923,8.643700537
442_0180367,442.0180367,8.603766995,9.408647627,10.32845648,8.715487421,8.734661943,8.476380388,10.28206306,9.634914209,9.981844258,10.01632641,9.310883308,8.735553539,8.242498732,8.629164591,9.331557939,9.145034271,8.613716015,9.623794734,10.38052073,9.643134825,9.269555779,10.03859375,9.99326963,9.560590799,9.458285324,9.708028993,9.880253873,9.851186875,9.299241113,9.224058401,9.259615616,9.930835616,10.13358407,9.759873594,10.00947178,9.757609056,8.850001132,9.094930247,9.525532702,8.833774562,9.328070963,10.25932103,9.845443485,9.473273894,9.741342369,9.67345584,10.12931427,9.871794115,9.361437205,9.643320062,10.29535264,9.956598395,9.425187913,9.951255148,10.27804166,9.687064523,10.28087355,10.12338965,10.21370208,10.0729431,9.299713595,8.892090265,9.701165246,8.570987999,9.112196454,9.106159537,10.14525207,9.433889189,9.817756341,9.554413719,9.674009198,8.826771997,8.964698732,8.57658491,8.753053503,9.036048507,9.920265763,10.10142921,9.878066584,9.2598529,8.422367557,8.305695197,9.497755181,9.560069898,9.061915709,9.010763963,8.826674503,9.483458819,10.4161972,9.523534713,9.53056868,9.63566315,9.937218781,8.984771856,8.719199154,8.960162001,8.759993312,8.49078647,9.98155316,9.852195558,9.509791286,9.646646414,10.41626896,9.259646652,9.098706423,9.860295352,9.305973361,9.721296103,10.22707639,9.575439515,9.894549154,9.988367618,9.728927116,10.47755152,9.412537443,10.36421091,9.503741503,8.543867866,9.624655917,8.451875032,9.951570254,9.089112031,9.831694401,10.56714319,10.08408324,9.996095058,10.36177812,9.629874746,9.817550896,9.445007355,8.92783026,9.567510901,8.964476278,10.01534581,10.02816573,9.608943789,9.710051844,10.304746,9.478280436,9.233463699,10.02067744,9.821714668,10.05680134,8.940497248,10.18256737
442_0217194,442.0217194,8.513160776,9.418479821,8.45794478,8.693927282,8.621355608,8.316519337,10.30645103,9.569554942,9.949825572,10.03765322,9.268077703,8.888462357,8.562778718,8.048171259,9.270659083,9.133031084,9.065787106,9.620346697,10.36873052,9.628854591,9.133346883,9.987270203,9.94844348,9.445923344,9.260869598,9.617884479,9.831149726,9.798740814,9.201687375,9.279949159,9.123660218,9.919733804,10.06854883,9.606868814,9.929443675,9.757881796,8.744301411,9.057803024,9.608006984,8.714820184,9.27451276,10.22543837,9.865826167,9.482422586,9.689671406,9.639487129,10.08619708,9.861391247,9.394092918,9.513482237,10.23166106,9.956223363,9.39337716,9.907027819,10.20765348,9.646651736,10.16126772,10.11497715,10.18922693,10.03764769,8.482551126,9.312425955,9.736952943,8.521790068,8.733949858,9.040507731,10.10231167,9.257796838,9.836618681,9.489461687,9.564307824,8.689923126,8.855556216,8.423827236,8.597910539,8.86638026,9.836525273,10.06860275,9.840801283,9.228460814,8.39932006,8.506195178,9.500804262,9.523628224,8.568952398,8.997277103,8.877308549,9.433462475,10.31738663,9.438875235,9.535319636,9.650942229,9.851702624,8.908258968,8.690429485,8.892425015,8.765114101,9.192753066,9.917230963,9.827733489,9.467460451,9.816561596,10.27340758,9.198002337,9.028570498,9.780127423,9.317759921,9.596310308,10.22388849,9.483785552,9.873396851,9.980487384,9.587905697,10.48738065,9.269468664,10.25642488,9.357357552,8.502115494,9.458146535,8.396600009,9.810310407,9.059197915,9.94497428,10.44437651,10.01678194,9.975316854,10.37264242,9.493308045,9.734004183,9.338024229,9.062536426,9.46409985,8.958679753,10.06620884,10.05502664,9.64188243,9.756641157,10.17810849,9.531680701,9.099793845,9.925649501,9.746414255,10.07276971,8.755573509,10.10955789
442_0407978,442.0407978,8.633623156,9.341927897,8.344957446,8.559144696,8.152430728,8.704827975,8.721341454,9.024588742,9.051470126,8.535367355,8.669811093,8.487550025,8.129412611,8.491089191,9.330143568,8.462672054,8.416598834,8.432341054,8.571317034,8.798307695,9.161965074,8.834526868,8.597228494,8.502485044,8.633312178,8.999751179,8.477816918,8.780929645,8.455093379,8.493386144,8.55930121,8.718708091,8.229340622,8.58668845,8.40627142,8.419437015,8.858830699,8.289102226,8.645296446,8.355764041,8.826632647,8.342299495,8.49046784,8.390319282,8.239000536,8.441070631,8.659422145,8.530556819,8.595680806,8.817364275,8.780226314,8.803970191,8.447116563,8.238299243,8.671347245,8.416995845,8.42862768,8.469780259,8.367595925,8.289863604,8.472910992,8.364686716,8.963677488,8.753211451,8.225049965,8.247921866,8.707214323,8.859840004,8.506583881,8.61067117,8.333838767,8.526187378,8.386301361,8.449889612,8.50370991,9.230052785,8.428264636,8.355798661,8.634419914,8.104503255,8.549783151,8.355970649,8.673991812,8.326953272,8.520096605,8.705531545,8.450057126,8.609510343,8.510465023,8.192966804,8.081166586,8.236946719,8.772831597,8.395399413,8.982871931,8.524203721,8.57440519,8.394572524,8.640769392,8.400627716,8.306859349,8.364274615,8.467668751,8.345329626,8.131046683,8.477876505,8.166416254,8.588533157,8.133213236,8.567715745,8.379101731,8.230427648,8.474858988,8.039864332,8.557497352,8.213812078,8.57567178,8.755447906,8.71046731,8.438573406,8.585043215,8.258625685,8.42122165,7.879521474,8.003408588,8.424847143,8.35637607,8.455654444,8.673578631,8.963727732,8.442897626,8.713071799,8.841267251,8.390957508,8.170346633,8.436183468,8.405671628,8.131200907,8.390473429,8.419161303,9.136097413,8.377987937,8.943479778,8.313136782,8.467175788
442_1943115,442.1943115,8.715708306,8.596196707,8.339864767,8.900998035,8.779289555,8.227806466,8.254725008,8.835259621,8.747876405,8.322178621,8.436498196,8.502840811,8.780739815,8.742161306,8.57565069,8.469239685,8.503071531,8.257604489,8.57230393,8.550778324,8.555655616,8.259165114,8.518741514,8.7206932,8.65926134,8.70530242,8.523318237,8.580637074,9.00992223,8.580601857,8.541158076,8.620369763,8.32484409,8.689945391,8.494940043,8.541296683,8.734519506,8.418006228,8.300567392,8.569636036,8.576218795,8.589212838,8.632900118,8.494135458,8.777095748,8.15649789,8.553868257,8.493531493,8.693019692,8.53840206,8.515855736,8.803956686,8.653761217,8.486907183,8.722151118,8.977801268,8.701096618,8.392292694,8.199092611,8.507883064,8.857963591,8.389176981,8.396223073,8.826584552,8.4662633,9.033211345,8.410316101,8.373963552,8.625361014,8.594347818,8.387294005,8.761000778,8.587028133,8.569965079,8.706434981,8.497695084,8.656048495,8.135404981,8.398021325,9.15491665,8.439957562,8.555407132,8.428800496,8.507491246,8.622135906,8.716690302,8.449994895,8.684216869,8.27734624,9.023242483,7.991745371,8.513636423,8.624126413,8.308245761,8.676518031,8.628443984,8.677079265,8.599704289,8.642924926,8.557640149,8.578337154,8.617478473,8.483142721,8.689643678,9.163978729,8.665286901,8.3628556,8.521942287,8.453761366,8.589655807,8.681335208,8.483606682,8.713702029,8.46806503,8.696158856,8.53228528,8.75398043,8.729859458,8.456077034,8.652711561,8.355792844,8.640280435,8.49262179,8.32195191,8.878629539,8.693055331,8.438402116,8.482357836,8.734532166,8.585986102,8.536226258,8.686533942,8.584291921,8.312311077,8.695967403,8.827625503,8.552736901,8.472995834,8.921581079,8.428702248,8.438382632,8.568617121,8.493733157,8.351467669,8.46559151
442_2307433,442.2307433,9.173889151,9.246289991,9.122632138,9.39721042,9.168927619,9.173540973,8.412109231,9.692548984,8.917771963,8.548933213,8.930489114,9.256068915,9.148764734,9.388297471,9.073775766,8.555021983,8.705642828,8.700092664,8.909519822,8.656189516,9.719666371,9.145075985,9.063990687,8.847993603,8.87370549,9.183245554,8.760596521,8.922367804,10.7685815,8.662363562,8.900648489,9.237768856,8.731548269,9.270443919,8.736029971,9.039089374,8.978212452,8.594594263,8.804513495,9.038660089,9.426289643,8.700360507,9.007528906,8.818966056,9.339767584,8.382608578,8.855612215,9.083254601,9.300487042,9.170414066,9.174223819,9.242951305,9.099683122,8.730502319,9.182411958,9.352437768,9.505237791,8.819819164,8.503298323,8.970191646,9.047213255,8.966727115,8.434983825,8.876524622,8.577578274,9.072408302,9.213988664,9.10378554,9.058654191,8.893728713,9.014236032,8.692610424,8.931329189,8.887351029,9.239668707,8.880641396,8.924166396,8.60311022,9.295286158,9.237018012,8.717847984,9.128566291,8.625173587,8.617428248,8.996351328,8.876487608,8.883891894,9.26508541,8.903833429,9.393827634,8.491463594,8.999222296,9.552854428,8.548953948,8.965961912,8.749209906,9.137141466,8.651204643,9.139431627,8.94921338,9.086723243,9.046110186,8.567998643,8.797646964,9.730671658,9.646214356,8.742187708,8.980197778,8.706751282,8.789391236,9.055946954,8.744648629,8.954820556,8.815233785,9.608834819,9.071164795,9.039144568,8.80046177,8.66889701,8.676793034,8.788316295,9.026523931,8.70590928,8.785745045,9.103264997,8.611835303,8.642705797,8.912099804,8.883576248,9.128443169,9.835309936,9.580908287,9.797338997,8.415611408,8.90848565,9.629327058,8.786028035,8.261146518,9.198320311,8.769854784,8.936857937,9.242591347,9.228501828,9.22616701,8.542801365
442_8957816,442.8957816,8.529022652,9.01000966,10.02473979,8.943316575,10.77745582,8.516277699,9.671076051,9.290959583,9.435702568,9.769505001,9.192324372,8.841433192,10.21985201,8.309971256,8.958032209,9.186997752,9.389532948,9.833606465,9.928089641,9.367526826,9.295176584,9.48601042,9.353260334,9.328297752,9.938074816,9.621320363,9.58603792,10.08651713,9.130370032,9.249238627,9.111537775,9.516273343,9.501368448,9.317824381,9.408275649,9.732548617,9.12218368,10.43588837,9.355516716,8.808288135,9.128302753,9.934766059,9.953876525,9.342539833,9.335194235,9.419188517,9.538708729,9.97007003,8.909766337,9.345477186,9.760732202,9.40014182,9.024143731,9.600161507,9.624607868,10.03099849,9.485077469,9.538709815,9.751296826,9.655217035,9.248183271,9.591786987,9.459625974,8.704317266,9.226154531,9.033042498,9.413728567,9.210145259,9.479408863,9.494962522,9.326395533,9.002905968,9.066811807,8.772017485,8.510661302,8.840546038,9.537274268,9.842364966,9.349440988,9.613270031,8.664521146,8.647905801,9.513929452,9.351897582,8.573326375,9.155498228,9.268959237,9.189465306,9.753216768,9.380749545,9.547595035,9.976573576,9.457370095,9.478720767,8.780160599,9.55970038,8.653661585,9.0057059,9.201043579,9.565226971,9.501212697,9.392901755,9.701024278,9.090916726,9.315544256,9.467132659,9.195158945,9.482838747,10.06751022,9.299135533,9.288507955,9.511677949,9.326917708,9.580072631,9.154298842,9.856882444,9.265039261,8.791682163,9.659234967,10.14491416,9.527990172,10.30798843,9.582591099,9.874120364,9.601974741,9.769226352,9.30324794,9.188420898,9.459459725,9.401860531,9.094087453,9.279056955,8.997508242,9.558161969,9.585852843,9.324896143,9.819969311,9.921007376,9.215037949,10.24338441,9.780643365,9.288288966,9.523267692,9.048874705,9.88428126
442_9233679,442.9233679,8.492937392,8.665321819,8.104039793,8.518635746,8.287202076,8.783323353,8.78587283,8.371814524,8.4553802,8.647720262,8.739714063,8.501082401,7.877537603,8.48217011,8.929052389,8.887144887,9.058955294,8.492165167,8.965471621,8.66116995,7.967192058,9.117335244,8.82781175,8.811521509,8.262163484,8.877433889,8.640294139,8.791509422,8.75569539,8.558298069,8.88397684,8.583958462,9.343045409,8.610886909,8.457534842,8.957884447,8.641023274,8.904726256,8.601392995,8.354331151,8.975715651,8.865125841,8.483151663,8.759596214,8.900107045,9.066914176,8.735071119,8.602586388,8.499218025,8.427381844,8.739563545,8.81524915,8.749685236,8.768726606,8.602042121,8.365791882,8.407909931,8.430647831,8.804522939,9.006190446,8.437668623,9.678735149,9.214665797,8.916960646,9.120564245,8.98722458,8.576055178,8.85617759,8.802795661,8.889442688,8.490995767,8.717058978,8.661934573,8.63494022,8.597084748,8.568245456,8.68204291,9.121231768,8.91573491,8.570802562,8.379447361,8.932143622,8.920350969,9.324458076,8.590673464,8.734392896,9.666593032,8.547835645,9.212334004,8.088797339,8.837751278,8.859710179,8.848022442,9.508776251,8.921376769,9.414233015,8.759300116,9.39506456,8.778905103,8.565198349,8.627135683,8.778942234,8.581621182,8.624359584,10.04875996,8.481537336,8.9574163,8.660484726,8.810079433,8.887793824,8.332415545,8.540842076,8.480100902,8.681228408,9.554419116,8.762125396,8.213686806,8.532825918,9.626175134,8.553103587,8.760829569,8.455507423,8.484127716,8.97554083,8.659253515,8.675830204,8.595908298,8.507894948,8.566635381,8.941641956,9.13273058,8.967738951,8.177647465,8.475152005,8.537925669,8.176422122,8.648924557,8.812755532,8.658906477,8.352834399,8.961149282,8.461441953,8.94384604,9.005043865,9.012174986
443_2258297,443.2258297,8.644041453,8.458333926,8.914637044,8.808332562,8.874836761,8.309953574,8.284440536,9.041458502,8.63926257,8.330974551,8.426616791,8.350400643,8.881687359,8.652959536,8.221938839,7.986973733,8.117350516,8.193028366,8.457443068,8.197499127,9.075087203,8.460474595,8.422204647,8.324221457,8.428665272,8.534314438,8.481425973,9.291481952,8.518964894,8.444178902,8.330082248,8.527465117,8.366987446,8.746580558,8.37701621,8.650337097,8.502737151,8.403707892,8.421540713,8.526263933,8.563638277,8.323951256,8.542551978,8.160456106,8.740311264,7.90189658,8.575719691,8.451385492,8.921999973,8.421430723,8.709900399,8.698064108,8.60685711,8.46784836,8.65810304,8.657554662,8.854778865,8.495506136,8.337873065,8.409075117,8.543512102,8.377076128,8.092728164,8.319356644,8.210823362,8.714319508,8.713731922,8.424099115,8.659947878,8.481825417,8.395361353,8.474243593,8.520544786,8.604440772,8.621504623,8.442715265,8.465758098,8.276236706,8.668004531,8.782287638,8.388028272,8.28507598,8.252770999,8.273406445,8.732013177,8.37074768,8.468918937,8.820622662,8.460013513,8.878888137,8.902667609,8.608581889,8.994338982,8.158715427,8.372964185,9.320244182,8.477945613,8.490180142,8.545154277,8.483250849,8.479676446,8.467647946,8.430169616,8.644267785,8.963327447,8.919197107,8.241853086,8.363287104,8.291129599,8.471161085,8.667856379,8.394140815,8.537264749,8.514372543,8.645620502,8.555746927,8.564977159,8.334824635,8.32110839,8.575557957,8.314464243,8.573285338,8.334755678,8.355460728,8.661834554,8.427243056,8.286212693,8.447905909,8.57893251,8.52150757,9.036435621,8.563529725,9.260125883,8.087594167,8.359082959,9.074494132,8.531794028,8.468049693,8.735749486,8.977580708,8.312980979,8.670181133,8.560532491,8.65823394,8.281578107
444_0079826,444.0079826,8.930094193,8.55876937,8.313272909,8.848206965,8.53901694,8.642667633,8.276871039,8.266693823,8.438057177,8.338456731,8.21104182,8.605911446,8.405058736,8.802303455,8.765674098,8.943376745,8.96443446,8.501435842,8.35022719,8.53041497,8.212008662,8.114581841,8.235022543,8.510147068,8.481833647,8.73363547,8.353821724,8.660031702,8.095593887,8.715905888,8.57454929,8.321346326,8.163222744,8.504463521,8.536208158,8.36427967,8.90495435,8.620277756,8.27682713,8.78157649,8.389466595,8.469099003,8.675088655,8.309756626,8.794725622,8.229828219,8.378716165,8.178404717,8.936119123,8.416088137,8.37303158,8.481202692,8.58814446,8.113097375,8.484650397,8.379245781,8.220232077,8.352464545,8.080779072,8.499010295,8.672966514,10.3249508,8.698397376,9.04736948,8.614489079,9.13541754,8.298701414,8.265142673,8.585129785,8.62247092,8.2502739,8.822919094,8.60668721,8.474566148,8.831931951,8.468182093,8.415605431,8.128610286,8.419450178,8.741087484,8.547612734,8.458622874,8.636778502,8.66349269,9.060374732,8.962176819,8.916498369,8.488232659,8.053896929,8.205348555,8.277172342,8.297637514,8.279519534,8.963350831,8.851815201,8.843426991,8.976911272,8.678728704,8.425211069,8.378255719,8.650849561,8.469906664,8.528639651,8.612191954,8.649234428,8.336640356,8.388142216,8.410656574,8.212313192,8.644476099,8.358490562,8.464306229,8.360406428,8.07422002,8.662012174,8.46314855,8.520492084,8.79066194,8.632030373,8.746974122,8.227495231,8.865871642,8.426665221,8.235154187,8.562925406,8.525886754,8.347641384,8.414314881,8.644789359,8.634995264,8.490130616,8.461236325,8.416767086,8.416862903,8.53455898,8.31173584,8.452935174,8.258984472,8.906814714,8.592040434,8.512970052,8.510114515,8.383757636,8.644732828,8.220060857
444_023617,444.023617,9.530654782,9.200896941,9.627003607,10.27376869,10.59112569,8.545746348,9.789331554,10.02647318,9.888960753,9.92543146,9.379337483,9.260747539,10.00752216,8.939929014,10.68573861,9.566254493,9.777138488,9.968264001,10.20105393,8.750458613,9.986126453,9.281605427,8.96270812,10.06919633,9.838529948,9.083022226,9.711039982,10.39820563,8.310120101,8.875521713,8.906856968,9.493954728,9.489623365,10.4807962,8.99758329,9.478346566,9.782326489,9.996468648,9.960693721,9.085929775,9.14318952,10.14253907,10.49187584,9.266055742,9.769269438,9.074937312,10.17115046,10.28766856,9.910527284,9.866254121,10.46080795,9.330291293,9.581031765,8.851252611,10.44595957,9.417968281,10.28855612,10.28143252,8.942694014,8.996709475,10.21015897,9.921888689,8.308992789,9.279512427,9.101695805,9.666078573,9.357766486,9.170562119,9.402117367,9.171422232,9.799367633,9.696651335,9.769617665,9.59820462,9.797985374,9.640385923,9.860233684,9.917425812,9.701609697,10.1632853,8.461642711,8.528311241,9.936773981,8.77621271,9.184368401,10.19618557,9.798466239,8.872748637,9.097953442,10.42098647,9.64227913,9.101946203,10.48532079,9.659153887,9.014158685,9.592885611,9.214142199,9.411270824,9.338236936,9.405910872,8.893473075,9.179855626,9.126344795,9.393766784,10.83331746,10.10971425,8.780032961,9.496269239,9.756276732,10.01431887,10.37496823,10.11974238,9.863533596,10.31957847,9.382405707,9.97587118,10.25881112,8.972491361,9.105640479,9.871614567,9.560638304,9.755431678,9.924464934,9.470390881,9.48013153,10.01410253,8.647177752,8.704350424,10.11051202,9.691777435,9.942385208,10.22645274,9.811101951,9.541348119,10.29708429,10.13599844,9.938665101,9.015390055,9.993686504,10.00074123,9.665767735,10.01147645,9.403006626,9.699445662,9.16990703
444_0840232,444.0840232,10.17733192,9.480427134,9.661151645,10.30545252,9.152982769,10.14195405,9.005856785,9.787473407,8.960815091,9.376985737,9.809556079,10.22093623,9.595425951,10.10814775,9.571828385,9.519584067,8.932736526,8.889510168,9.259935001,9.407672648,9.287515239,9.793515993,9.731707037,9.108433421,9.518037063,9.752498443,9.332764443,9.42494399,9.506542366,9.486598699,10.12252864,9.568024744,8.832100968,9.687284526,9.308096228,9.769477402,10.20664957,9.775503196,8.95113713,10.24740237,9.549031601,9.574071267,9.779890883,9.578441411,9.885155978,9.689887165,9.124463282,8.359191374,9.534386077,9.434726789,9.514879038,9.53751544,9.634689904,9.367917295,9.289160348,9.502364387,9.003352582,8.963018753,9.437450267,9.589733099,9.068367529,8.858908228,9.667096902,10.00808067,9.462567091,9.815113462,9.791892176,10.06612691,9.772698186,9.517036299,9.586408219,9.521121612,10.11019102,10.30361025,10.15858582,9.477646066,9.011797055,9.253115611,9.800720705,9.749757103,9.583023617,9.879328467,9.247731806,9.618231519,9.482621853,9.792536416,9.314786172,9.991675392,9.646243225,9.045466744,9.536657135,9.235449344,9.614597008,8.727433871,10.30341295,9.119826538,10.25021492,9.298360655,9.852667107,9.716310482,9.935668096,9.60135737,9.277916311,9.597925376,8.678760307,9.434070237,10.18217633,10.11038265,9.687508712,9.793381429,8.703299853,9.672992008,9.127536371,8.830110744,9.555662657,9.581970595,8.709685216,9.977505208,8.84738388,9.760484751,9.052124802,9.07829144,9.001308153,9.602386496,9.554564102,9.357991991,9.146525285,9.708726363,9.544928007,9.851409056,9.537967301,9.106303018,9.595331448,8.837873091,9.411346605,9.226920168,9.12804745,9.107286288,9.3409168,8.914706827,9.809808124,9.840996543,9.609106177,9.238476418,9.286403606
