,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B4,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B4,D06B5,D06B6,D07A1,D07A2,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
385_9626623,385.9626623,7.821563566,8.126175073,8.788559597,7.909311552,8.777410247,8.043282564,8.522268303,8.137886087,8.238372847,8.565121502,8.187290273,8.377598224,8.789724592,8.352865249,7.855857859,8.035102834,8.259883871,8.607929661,8.146787943,8.557218585,8.420088424,8.108420037,7.970734604,8.282594526,8.737163302,8.275103293,8.388580584,8.392762236,8.068873138,8.617280791,8.126835297,8.329367643,8.325277124,8.035548863,8.323652962,8.407279632,8.204420822,9.210700031,8.381764107,8.348885266,8.067690014,8.394775211,8.612655758,8.271476467,7.995809273,8.16852801,8.503577701,8.109593678,8.243455225,8.421982028,8.375439556,8.223939032,8.396195776,8.253263457,8.238005934,9.034857864,8.20472647,8.491466647,8.216940772,8.130746826,8.4712975,8.796393757,8.082813044,7.9715346,8.285447267,7.912943884,8.299010493,8.112331223,8.279817978,8.543393998,8.420705039,8.354977489,7.99759517,7.951001121,8.185336149,8.142367975,8.3946185,8.108403807,8.075966974,8.477577777,8.444109339,8.179225576,8.012817139,7.934443123,8.146388868,8.026167039,8.200138283,8.24784836,8.026226577,8.249102511,8.436034488,8.527630266,7.920278155,8.192528619,8.095699157,10.34193806,7.905956901,8.273848889,8.140809747,8.568818011,8.475028743,8.453641132,8.609024255,8.318162362,8.309048958,8.222964589,8.296210698,8.576712625,8.633120647,8.131710125,8.331261375,8.341616142,8.278935701,7.984812816,8.217399505,8.223403709,8.833461279,8.390783826,8.647505224,9.135424317,8.48028502,9.185426362,8.555708134,8.420469077,8.281456601,8.450352572,8.583868727,8.478051359,8.119515699,8.151493818,8.167999524,8.342254859,8.623216817,8.356061108,8.130358413,8.462495091,8.533783264,8.447415436,8.331810363,8.688588065,8.387787565,8.352647928,8.178666391,8.2769971,7.839506187
386_0253857,386.0253857,8.137876405,8.619300499,7.862541876,8.139907071,7.835012273,8.221678365,8.812908376,8.203628819,8.93139899,8.778247917,8.232010969,8.438252983,8.088405249,7.985075646,8.121895571,8.245616086,8.432594337,8.322184198,8.748571286,8.669950659,8.160383955,8.610678436,8.438138588,8.517022034,8.177597458,8.504395376,8.677380429,8.537279519,8.215785079,8.500802881,8.203775563,8.68528527,8.5896422,8.480288909,8.874230296,8.709968642,8.074791551,8.062000714,8.488654126,8.178961159,8.440695063,8.713468673,8.595636612,8.255854394,8.65224384,8.402285282,8.811797375,8.274380372,8.394602857,8.507724877,8.705673314,8.678471001,8.691954899,8.500546489,8.719608903,8.541728183,8.72375651,8.907769793,8.572903663,8.734095224,8.328415071,10.3249508,8.396882456,8.051794251,10.21777182,8.168818382,8.575304637,8.284494958,8.534442216,8.649649262,8.470231156,8.279361571,7.86333205,8.026912384,8.313337227,8.269029055,8.915485151,8.653115317,8.55353093,8.383332097,8.163068063,8.059095302,8.229771318,8.255133266,8.290928152,8.157851612,8.206785458,8.663597537,8.685619175,8.233142662,8.573542199,8.68712478,8.388430306,8.235400884,8.144516479,10.34193806,8.176270342,8.121790056,8.513275377,8.652467459,8.429756172,9.031987164,9.033355238,8.507307755,8.170873408,8.335598888,8.335482353,8.435225471,8.796987351,8.565322447,8.971293808,8.701101191,8.560328747,8.965064451,8.466891574,9.05458065,8.780953857,8.096987222,8.687982976,8.247491465,8.990484815,8.476797464,8.634060504,8.963375028,8.600004407,8.849578263,9.078042894,8.777270024,8.430240726,8.328070229,8.164079932,8.776132891,8.192132746,8.838883872,8.72183726,8.205821279,8.69202058,8.484214346,8.712745834,8.377596556,8.774377466,8.445877087,8.87944343,8.245465416,8.659712852
386_0366979,386.0366979,8.294794291,8.809320698,8.308527588,8.722144588,8.098247978,9.100019274,8.102687061,9.022640163,8.273665842,8.325728357,8.345332082,9.2651172,8.253782582,8.723618106,8.209952073,7.996608953,8.579473545,8.102755333,8.133518442,8.257823144,8.676906451,8.57366322,8.321571846,8.175103121,8.445397267,8.715988242,8.381825159,8.369947197,8.117107408,8.705864494,8.302083859,8.195562898,8.699341124,8.581497106,8.617414642,8.339323083,8.60415704,8.035858817,8.278769402,8.72789949,9.05418227,8.208733707,8.581510662,8.122473309,8.59261757,7.945984943,8.238157518,8.168544956,8.804821519,8.848565256,8.580535842,8.414516681,8.641926852,8.286407562,8.263563118,8.329904514,8.463161324,8.414247787,8.032755836,8.218240828,8.366944897,8.646624238,8.080228333,8.346032631,8.897296159,8.220895119,8.473597675,8.531881703,8.43940287,8.592984452,8.518872697,8.349951796,8.442300742,8.429993627,9.00790932,8.365239207,8.135958211,7.958436846,8.579004547,8.494462286,8.695907439,9.450631713,7.874127541,7.877846242,8.582258087,8.176115545,8.981069526,8.772588476,8.228528858,8.487335123,8.318330823,8.738402768,8.608184952,8.584517087,8.541419086,8.36560242,8.576259016,9.526303262,8.420078065,8.32621008,8.319927979,8.275574257,8.458289556,8.348438444,8.427708692,8.585260044,8.516193008,8.704364423,8.325094336,8.294949969,8.368166225,8.209728677,8.210818395,8.073143111,9.411645361,8.186844912,8.408208134,8.410991749,8.987033171,8.123241537,8.075105222,8.415267789,8.20428074,8.174997541,8.245954115,8.141910903,8.412268878,8.911183684,8.24265408,8.726693988,9.834596071,8.91035552,9.07997371,8.181451744,8.037670308,8.643163175,8.256991546,7.775509813,8.428634559,8.229259189,8.33571865,8.721797794,8.438416898,9.285848737,8.227116203
386_0427006,386.0427006,9.182779841,9.311670515,8.100356022,8.789296734,8.144669457,8.574368253,9.494521694,9.057091085,9.468208956,9.433678075,9.458977379,9.076749859,8.150690012,8.936100405,8.759784354,8.98727797,8.229566698,8.972300796,9.028671907,9.348692432,9.174105378,9.251353148,9.200154657,9.361511312,8.653623645,9.23861109,9.361001002,8.830676123,9.043430886,9.379704592,8.989615283,9.370367853,8.813160198,8.956824417,9.345738466,9.333804424,8.850778086,8.780165007,9.486453962,9.350274336,8.944947532,9.30755005,9.073148402,9.26129515,9.06490992,9.086013224,9.360200994,8.639452478,8.926583597,9.468402278,9.28377748,9.339215174,9.425219384,9.470417208,9.176066085,9.185957325,9.191619973,9.611805625,9.458552745,9.269990106,9.237093154,8.066164233,9.018249555,9.069131567,8.670709413,8.611614278,9.542565035,9.096961645,9.264258103,9.388924947,9.331409902,9.156092946,8.953405414,9.002112845,9.111016045,8.961014458,9.443158821,9.088995413,9.099122241,9.067556395,9.051015095,8.305113313,9.207297979,8.706148283,8.760433833,8.538083811,8.209313913,9.402726768,9.141318618,9.212794244,9.087219063,8.670692438,8.880974047,8.274586744,8.913266159,8.214754487,8.801031826,8.183188882,9.260745677,9.445091362,9.370713347,9.629712492,9.457655285,9.209625415,9.072847592,9.078386699,9.323790465,9.176523654,9.562419663,9.073610689,9.497774198,9.431615988,9.46050561,9.089505698,8.636631923,9.22871053,9.725817529,8.96978809,8.931935003,8.301693447,9.583489768,8.691026037,9.391319434,9.448350825,9.214350333,9.323276334,9.792235958,9.412267618,8.950549983,8.824722238,8.374292579,9.064446964,9.454495687,9.317534819,9.150575346,9.206822435,9.228922596,9.128020915,9.315106642,8.490626301,9.362591142,9.354053359,9.340106304,8.603450015,8.696270952
386_0554755,386.0554755,9.18153083,8.673580601,8.018373364,8.825892222,8.530044093,9.648449322,9.088300349,8.371002941,9.313596095,9.371830403,8.864550433,10.15150013,8.363373653,10.15876133,9.063746096,9.32831191,9.822798564,9.162515745,8.34707417,9.890058538,8.312911651,8.681684302,8.684448776,9.634199979,8.599792666,8.999799172,9.364137733,8.439340034,8.681019948,9.93837418,9.282319681,8.585089359,8.554133585,8.388022881,9.445178247,8.543518594,9.566080945,9.029429242,9.106163334,9.35687603,9.142440546,8.869540599,8.83029848,8.94148876,8.82569144,9.119333274,9.178347846,8.08120276,9.677842934,9.52534872,8.535931177,8.644682802,9.905726847,8.501446388,8.256809772,9.340564543,7.99181075,9.117484004,8.472650891,8.888352782,9.641639384,8.513926537,9.260137465,9.471673384,9.662575348,9.205279611,8.57746378,8.954152559,8.847086344,9.889243786,8.526517622,10.19961623,8.971070142,9.0967228,10.11530417,9.802722215,9.368648357,8.413480197,8.666557589,8.809114351,9.822705336,9.489196947,8.829344912,8.982412853,10.25760283,8.816218589,9.394425322,9.753531287,8.521496927,8.245902684,8.779982674,8.909485109,8.405267145,9.263306044,9.622891672,8.917652844,9.281932409,9.394715865,8.860749904,8.839511264,8.903344256,9.765897698,9.527562404,9.816002046,8.073123887,8.395006757,9.468374406,9.302198558,8.939825718,9.060685139,9.118768824,8.63758162,9.238148417,8.049215535,9.246280015,8.498185662,9.312404416,9.384893717,9.251785382,9.073549003,9.38625202,9.604020068,9.339977407,8.633434096,8.574767745,9.26253826,9.363190258,9.559162055,8.507938488,9.006766316,9.383866652,9.197431258,9.218936745,9.151929999,8.626807662,8.646057679,9.30853778,8.383636893,9.687028555,8.631619857,8.827823787,8.929653855,8.572261823,9.12863932,7.903193657
386_0944635,386.0944635,8.102447351,8.639001478,8.849388934,8.316723219,8.042045354,8.524465242,8.389974872,8.234700331,8.22197718,8.3710625,8.455499738,8.637440419,8.178378792,8.559925993,8.189513106,8.297159209,8.30241257,8.345766402,8.066460676,8.45595533,8.047017193,8.344052334,8.245554271,8.446642619,8.200577517,8.080896164,8.54056579,8.3453721,8.733529201,8.923731012,8.370348788,8.089726758,8.370728589,7.96646074,8.188580301,8.148430762,8.590311685,8.882368935,8.440846886,8.127932501,8.416835724,8.360333732,8.090611444,8.186650559,8.083696027,8.305184819,8.209443099,8.011107727,8.227118143,8.128813749,7.99184049,8.078540782,8.298621329,8.223766627,8.05703443,8.346003527,7.99526148,7.973437946,8.306267891,8.043830885,8.17492463,8.061218536,8.146762979,8.287915435,8.938541974,8.216905891,8.083598505,8.172355608,8.206748689,8.37549977,8.126883159,8.662714859,8.055666075,8.297890358,8.207317187,8.326475098,8.273059783,8.28402446,8.199950934,8.036361099,8.560267996,8.579667694,8.273063993,8.37515208,8.544172968,8.353209286,8.446346953,8.423285156,8.356460579,8.008205078,8.333426617,7.962529542,8.141763365,8.417867229,8.353458924,8.284426539,8.179070133,8.317624923,8.100757197,8.065039382,8.042545728,8.427248684,8.300858873,8.325399953,7.855747486,8.223901359,8.640574792,8.314181028,8.181292954,8.372258712,8.148189489,8.024649997,8.202749347,8.222095931,8.295961406,8.028637823,8.286616496,8.514523472,8.338503991,8.620393065,8.306186133,8.401158173,8.422764901,8.492719021,8.082678056,8.420704963,8.302530079,8.294963347,8.269516166,8.34867158,8.34927901,8.006621754,8.146395085,8.490858765,8.131163752,8.06889197,8.44510738,8.31996714,8.561869371,8.335066278,8.01914178,7.941742493,8.199444787,8.14024964,8.132385947
386_2044124,386.2044124,8.47937383,8.697848408,9.001039057,8.994581255,8.709301562,8.796169505,8.414159091,9.153103856,8.962540094,8.582337445,8.53578131,8.874227463,8.964321395,8.780189379,8.376261208,8.092643839,8.233322473,8.206266147,8.348594461,8.298410932,9.161980681,8.448545866,8.626207813,8.528464111,8.715542455,8.693340426,8.713146402,8.543496763,8.683009373,8.619627906,8.505613629,8.582283683,8.430121142,8.733478083,8.453736832,8.604501313,8.590505671,8.455705335,8.524168566,8.662521008,8.895093248,8.512835071,8.638048357,8.345427246,8.852393183,7.988105511,8.419194596,8.739415727,8.95245792,8.908877441,8.582662155,8.673259524,8.92136375,8.490679154,8.735044483,9.097736247,8.941954306,8.71929406,8.170916983,8.50645929,8.695074966,8.178080387,8.051160682,8.258274115,8.306833882,8.963856911,8.684908712,8.488923402,8.601192707,8.725997997,8.557511446,8.528612336,8.586907931,8.707705859,8.934208865,8.570198017,8.783179543,8.277713864,8.591713602,8.800538665,8.385710742,8.694205248,8.084798581,8.084477074,8.634600449,8.603727603,8.383380863,9.019957541,8.485732802,8.924489381,8.292376652,8.556608842,8.871658244,8.119776428,8.527803276,8.418645314,8.622218024,8.641513683,8.695457157,8.550353524,8.544949705,8.665329206,8.496557971,8.53869249,9.224133642,8.993394729,8.431454492,8.511080591,8.434931981,8.49154854,8.863023387,8.336919759,8.674161233,8.554350084,9.093655829,8.60920291,8.771457769,8.503373052,8.273665722,8.429313059,8.553609573,8.43929644,8.478508461,8.44771923,8.673434686,8.557380331,8.487626674,8.550625601,8.780191048,8.622194636,9.351228673,8.976088807,9.272976234,8.118663782,8.555807378,9.227233805,8.505061729,8.048300767,8.786316345,8.526514585,8.51389367,8.718644174,8.648228959,8.645024463,8.418183865
386_2303376,386.2303376,8.185540194,8.319136225,8.475370575,8.485911444,8.169018989,8.391307863,8.715768164,8.928515612,8.506152488,8.409428145,8.297862199,8.134896134,10.30511387,8.032009764,8.530171229,8.383786097,8.452090268,8.9294648,8.437390437,8.212921739,8.634771771,8.118012256,8.551289184,8.861277158,8.197816877,8.337952046,8.502834734,8.9909092,9.006949008,8.411889984,8.230073887,8.410620095,8.406744164,8.784692917,8.715209898,8.584025101,8.009548417,8.223021821,8.830354622,7.903121537,8.142328153,7.970149314,8.348567964,8.290733099,8.353283247,8.728034285,8.340380562,8.948078707,8.470747181,8.889537544,8.96654071,8.171720255,8.106602736,8.930033147,8.640286039,8.397344849,8.242057342,9.147854847,9.447187589,8.397750473,8.707397364,10.3249508,9.147790372,8.242220156,8.661351944,8.178036221,8.227193293,8.339410667,7.982143342,8.343699452,9.153585318,8.06329584,8.149138783,8.576745254,8.273573045,8.257510179,8.384805728,9.471875893,8.289211555,8.509733889,8.366742338,8.14782766,8.906334363,8.900500175,8.150384063,8.494247668,8.283900371,8.168786725,8.009830682,9.193490338,8.521209535,8.339571485,8.266827449,8.360768333,8.179083975,8.514683592,8.168168254,8.404035866,8.274095746,8.527817862,8.081959011,8.191119137,8.708922407,8.314175344,8.564532361,8.061530384,7.94603693,8.745946798,8.250847049,8.158240993,8.392512441,8.216870511,8.307303897,9.091767328,8.22173831,8.87230385,8.69895056,8.606873452,8.282140396,8.349012361,8.472312969,8.366628261,8.377149722,8.326775782,8.611534405,9.275494806,8.850962704,8.670730036,8.223444138,8.073907004,8.412186632,8.179953215,8.203595843,9.31954863,8.383402665,8.334962886,8.727480567,9.347748815,8.600632258,10.47193316,8.564573003,8.461364551,8.064201143,8.537108661,8.282419523
386_8920172,386.8920172,8.318993754,8.46162342,8.237201,8.241326032,8.641196716,9.849029348,9.26302158,8.39603736,8.749655574,9.217711942,8.849255013,8.901687304,8.307795144,8.327162827,8.57587303,8.771258061,11.16911746,8.489677976,8.929437051,8.980329251,8.204770481,9.26690396,8.836429345,9.011019664,8.313361025,8.604871439,9.225820815,8.708225354,8.868965847,9.061918356,8.883041841,8.554056398,10.58842791,8.724796147,8.860392514,8.767180611,8.643333918,8.824523704,8.884990009,8.321945687,10.13043936,8.938046583,8.473792594,8.771120991,8.638282135,9.261200762,9.036452143,9.276508039,8.43734928,8.837989109,8.815153272,8.6684558,9.232918202,9.078898654,8.541902254,8.777250416,8.114163278,8.509281753,8.708182573,8.93570451,8.383916071,11.96396476,8.9999046,8.793113091,10.72299959,8.921657456,8.43750646,9.173870275,9.057865913,9.060220796,8.570590902,9.065190566,8.623909223,8.640550735,8.673599484,9.217989639,9.030714921,9.207831214,8.838883798,8.917172812,8.897514881,10.26793084,8.481020919,9.225598689,8.624864204,8.613421257,11.16426662,8.768078361,9.406481556,8.321004271,9.091284129,10.35124861,8.904193716,11.28558488,8.807722494,10.85902243,8.53486452,11.15998894,8.623939136,8.72927579,8.419502616,9.336082469,8.771286908,9.312543343,7.911975536,8.291086679,9.172663863,8.882574321,9.370971742,8.977692217,8.618951982,8.21729688,8.646380378,8.745976696,11.00444407,8.753822159,8.324753836,8.728937925,11.02321139,8.659234154,8.916603912,8.861402595,9.033426114,9.246512133,8.839947175,8.837498926,8.639202291,8.750244513,8.65233419,8.805099332,10.86739531,10.2001988,8.099531991,8.703910698,8.438451032,8.357557821,8.820935432,9.172655608,8.793785623,8.793396143,8.819214391,8.296605626,8.70103922,10.56578184,9.081983764
386_9428385,386.9428385,9.329769235,8.912724978,10.32845648,8.789023207,8.135624301,8.875707602,9.144442632,9.225951247,9.263534319,9.309235039,9.431944584,9.314802027,8.236215742,9.402405467,9.064080549,9.376038045,9.484793941,9.765625956,8.802229771,9.42549233,9.281256699,8.687624318,8.937692022,9.454750851,8.81439225,8.929170656,9.208291858,8.4582339,8.945061933,9.375594986,8.976282619,9.368977608,9.032648574,9.252413315,9.210550828,8.692901788,9.548435282,9.066118526,9.287577961,9.313743695,9.250183343,8.759908072,8.948408408,9.51087402,8.595161678,9.321357032,9.558491653,9.94308766,9.095997131,9.674711084,9.121276055,8.919635328,9.169009931,9.031501975,8.890237907,9.067203207,8.657852239,9.398095971,9.175239435,8.735816203,9.749679962,10.3249508,9.393092982,9.681516815,9.671084791,8.477403084,9.34827332,9.029205325,8.971746992,9.122349295,9.168247807,9.789625136,9.657025647,9.335220581,9.758518593,9.425456107,9.366518901,8.81987554,8.979167737,8.953043474,9.450586672,9.09694237,9.587079027,8.978243839,9.466154787,9.202907493,9.177364936,8.956295592,8.558675772,9.092253389,9.374463444,8.403267156,8.572717511,9.332091364,9.304004889,9.592753906,8.890706927,9.034508421,9.349179495,8.930925499,9.030949504,8.888741244,8.698444936,8.838393055,10.11078601,9.633701368,9.28098353,9.023860807,8.890495018,9.065605941,9.403580539,9.588764129,9.588144844,8.740269136,8.639171421,8.467500872,9.361860455,9.040005167,8.898084325,8.462747851,9.245064982,9.305678618,9.327937419,8.641255824,8.630500854,9.425978593,9.332528423,9.145579852,8.792559741,8.799531357,8.867600244,9.074623626,9.71159943,9.234259774,9.064784147,9.761902953,9.282965571,9.132050026,9.314706259,10.47193316,8.878478589,9.574673137,8.699077395,9.150518488,8.842981968
386_9533539,386.9533539,9.192903234,9.1119975,8.310088709,8.824124155,8.787969305,8.447830978,10.99719346,9.961289748,10.4894287,10.70643537,9.819418466,8.891126513,8.169668591,8.490022394,10.24580289,9.760418375,8.754916927,10.437093,9.949961785,9.658452306,10.76935129,9.706349602,9.452836091,10.59326141,8.630495234,8.645729169,10.08050404,8.832674063,9.738262495,9.041030965,9.024847187,9.416831745,9.961067906,9.543621156,9.620019785,9.555599309,9.093488581,8.697616081,11.17173645,8.842702946,9.001335226,9.529165359,8.809583006,9.557870477,8.685327201,9.683122612,10.29690805,11.05322103,9.243000375,9.923810608,10.28928366,8.932462649,9.214858316,10.26454578,9.834986693,9.522982156,10.14893275,10.69860168,10.45519282,9.268031759,9.903154573,8.548092916,10.10558663,8.616933069,9.492859179,8.620505198,9.57665102,9.738555431,9.020983992,9.119166958,9.870796759,9.532652015,9.775582171,9.60583666,9.141005389,9.52602064,10.27087926,10.81582673,9.185168792,9.170614002,8.780953728,8.343809413,10.63234454,9.985941363,8.638265646,8.752908362,8.266913604,8.776909124,9.979326389,10.56609094,9.807664832,8.537649454,9.676993653,8.809735945,9.248778065,8.987552853,8.892339591,8.142748803,9.18345146,9.691856021,8.88207462,9.125522231,9.564095422,8.71155943,9.923074702,9.919718943,9.090018846,9.552761905,10.09738676,8.962066716,10.478399,9.501352519,10.33635111,10.45416808,8.475250513,8.963796713,10.35076641,8.668565002,8.757466024,8.278599967,10.22039209,8.860813483,10.74270644,9.667034252,8.942003053,10.42933471,9.96300742,9.241476831,9.31262584,8.876306735,8.454848051,9.806196393,9.638689398,10.50693952,9.861493814,10.26532983,10.27553049,10.56937213,8.974197441,8.509840892,8.958196638,9.244187793,9.233252047,9.489893612,9.918485214
